tender_id,state,department,winning_supplier,award_value,estimated_value,number_of_bidders,contract_duration,flags_str,prelim_risk_score,risk_stratum,value_bucket,source_dataset
RAJ-RA-2021-01036,RAJASTHAN,RAJASTHAN RAJYA VIDYUT PRASARAN,LARSEN AND TOUBRO CONSTRUCTION,18056430.2,19006768.63,4,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
MAH-MA-2021-01232,MAHARASHTRA,MAHARASHTRA PUBLIC WORKS DEPARTMENT,APEX MEDITECH SOLUTIONS,5007708.05,4909517.7,1,14.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
KAR-KA-2021-01206,KARNATAKA,HEALTH FAMILY WELFARE KARNATAKA,AHLUWALIA CONTRACTS INDIA LIMITED,224065170.91,219671736.18,4,6.0,RF-4,15,MEDIUM_RISK,MEGA (>5Cr),KARNATAKA
UTT-UT-2021-01137,UTTAR PRADESH,UTTAR PRADESH JAL NIGAM,VANGUARD POWER SERVICES,190976462.66,141464046.41,3,21.0,"RF-5, RF-6",35,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
2018_YSPU_19144_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAVINDER KUMAR,1723864.0,1300255.0,4,19.70833333333333,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_21938_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIJAY KUMAR,18422513.0,9459009.0,4,21.77083333333333,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
RAJ-RA-2021-01042,RAJASTHAN,RAJASTHAN RAJYA VIDYUT PRASARAN,DILIP BUILDCON LIMITED,6690102.23,4955631.28,3,14.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
CEN-CE-2021-01082,CENTRAL,MINISTRY OF HEALTH FAMILY WELFARE,PNC INFRATECH LIMITED,4376172.12,4972922.86,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
2018_PWD_19300_5,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT SHILLAI,DROPTI SHARMA,1193540.0,1412189.0,15,23.08333333333333,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_15502_6,HIMACHAL PRADESH,EXECUTIVE ENGINEER DHAMI,LOV VIJ GOVERNMENT CONTRACTOR,2534997.0,2074631.0,2,10.989583333333334,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01156,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,SHREE BALAJI ENTERPRISE,5072985.08,4973514.78,1,6.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
2018_PWD_20063_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER TISSA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT TISSA,D S THAKUR,1954548.0,1481084.0,2,17.041666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_BBNDA_19112_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER BBNDA BADDI,GURMEET SINGH,3647279.0,2653348.0,6,16.0625,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
UTT-UT-2021-01112,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,GUPTA AND SONS CONTRACTOR,14289467.45,16238031.2,1,30.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2017_UDDHP_18320_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,ANIL CHAUHAN,467700.0,300000.0,3,5.333333333333333,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01183,CENTRAL,NHAI HIGHWAYS,TATA PROJECTS LIMITED,20449933.9,21526246.21,3,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_PWD_18259_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,ASHWANI KUMAR,801000.0,523970.0,26,8.125,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
RAJ-RA-2021-01060,RAJASTHAN,MEDICAL HEALTH SERVICES JAIPUR,KNR CONSTRUCTION,13324169.79,9869755.4,2,21.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
2018_HPIPH_19536_1-3200,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,AJAY KUMAR GOVERNMENT CONTRACTOR,6912090.99,4923597.0,6,14.125,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_PWD_19997_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER JUBBAL,AJAY KUMAR SAUHTA,3981714.0,2977295.0,1,9.208333333333334,"RF-1, RF-5",45,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_FDC_19129_1,HIMACHAL PRADESH,DIVISIONAL MANAGER,CHAWLA TIN STORE,234850.0,213500.0,1,17.166666666666668,"RF-1, RF-6",40,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2019_PWD_27063_1,HIMACHAL PRADESH,EXECUTIVE ENGNEER,ISHAN THAKUR,1134375.0,710861.0,5,6.375,"RF-4, RF-5",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01081,RAJASTHAN,MEDICAL HEALTH SERVICES JAIPUR,PNC INFRATECH LIMITED,897234.71,780204.1,2,4.0,"RF-4, RF-6",30,HIGH_RISK,SMALL (<10L),RAJASTHAN
2017_PWD_14945_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VB CONST COMPANY,20373001.0,15129417.0,3,21.02083333333333,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_HPIPH_14476_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER,M S SHARMA ENTERPIRSES,899227.0,1008999.0,3,5.75,"RF-4, RF-6",30,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_15684_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,SAHAB SINGH THAKUR,2071377.0,1581788.0,2,18.70833333333333,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_17152_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SURESH KUMAR,1883818.0,1424893.0,4,20.83333333333333,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_15646_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT PAONTA SAHIB,HEMANT SHARMA,1479629.0,1567395.0,8,11.92013888888889,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_19347_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER KASAULI DIVISION,HANS RAJ,1705896.0,1406598.0,6,20.20833333333333,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_24165_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,UNIPRO TECHNO INFRASTRUCTURE PRIVATE LIMITED,63333974.0,39496354.0,3,16.0,"RF-5, RF-6",35,HIGH_RISK,MEGA (>5Cr),HIMACHAL_PRADESH
2018_HPIPH_23787_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER RAMPUR,KAILASH THAKUR,17553646.2,12797802.0,3,15.333333333333334,RF-5,20,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_PWD_15597_1-4152,HIMACHAL PRADESH,EXECUTIVE ENGINEER MANDI DIVISION NO 2 HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,CHAMAN LAL SHARMA,2150850.0,2311192.0,4,6.6875,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01046,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,SHREE BALAJI ENTERPRISE,5349743.08,4953465.81,3,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
2019_HPIPH_29124_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SANJEEV KUMAR,2572024.0,2626811.0,5,13.75,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
MAH-MA-2021-01059,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,AHLUWALIA CONTRACTS INDIA LIMITED,304367482.75,264667376.3,3,6.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),MAHARASHTRA
MAH-MA-2021-01017,MAHARASHTRA,MAHARASHTRA PUBLIC WORKS DEPARTMENT,VANGUARD POWER SERVICES,4178619.35,3095273.59,3,6.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
2017_PWD_14678_1,HIMACHAL PRADESH,STORE PURCHASE OFFICER,APARNAEXPLOSIVES,112027.0,43200000.0,4,36.72916666666666,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
MAH-MA-2021-01086,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,AFCONS INFRASTRUCTURE LIMITED,12744381.53,12494491.7,3,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
CEN-CE-2021-01338,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,BHARAT DIAGNOSTIC SYSTEMS,27557851.99,20413223.7,1,4.0,"RF-1, RF-4, RF-5",60,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2018_HPIPH_19010_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAJINDER SINGH,3006909.0,2018459.0,3,15.791666666666666,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01071,RAJASTHAN,RAJASTHAN RAJYA VIDYUT PRASARAN,ZENITH INFRASTRUCTURE PROJECTS,2311095.85,2265780.25,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2017_HCoHP_18830_1,HIMACHAL PRADESH,REGISTRAR GENERAL,GSV SYSTEMS LLP,7400.0,441200.0,1,14.020833333333334,"RF-1, RF-2, RF-6",65,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_15308_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAJINDER RANA,1497600.0,1322848.0,2,13.1875,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
MAH-MA-2021-01142,MAHARASHTRA,WATER RESOURCES DEPARTMENT MAHARASHTRA,SHARMA ENGINEERING WORKS,6719391.46,4977327.01,3,14.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
RAJ-RA-2021-01188,RAJASTHAN,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,KNR CONSTRUCTION,148729889.94,145813617.59,4,6.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
2017_PWD_16778_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAVI DUTT CONTRACTOR,682058.0,513249.0,12,7.854166666666667,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_16762_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,NADEEM ALI SHAH,159000.0,220000.0,2,19.70833333333333,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
2016_HPIPH_13977_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,M S SHARMA ENTERPIRSES,1667200.0,1484126.0,3,21.916666666666668,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01201,KARNATAKA,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,TATA PROJECTS LIMITED,1653271.81,1878717.97,1,14.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
RAJ-RA-2021-01219,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,APEX MEDITECH SOLUTIONS,6638308.13,4917265.28,3,14.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
2019_HPIPH_32001_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,MOHIT KAUSHAL,1902677.0,1176246.0,8,15.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01093,RAJASTHAN,MEDICAL HEALTH SERVICES JAIPUR,APEX MEDITECH SOLUTIONS,240250244.51,177963144.08,4,21.0,"RF-5, RF-6",35,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
RAJ-RA-2021-01102,RAJASTHAN,MEDICAL HEALTH SERVICES JAIPUR,AHLUWALIA CONTRACTS INDIA LIMITED,437916556.55,324382634.48,2,6.0,"RF-4, RF-5",35,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
UTT-UT-2021-01024,UTTAR PRADESH,NOIDA INDUSTRIAL DEVELOPMENT AUTH,BHARAT DIAGNOSTIC SYSTEMS,6656959.53,4931081.14,2,30.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
UTT-UT-2021-01017,UTTAR PRADESH,NOIDA INDUSTRIAL DEVELOPMENT AUTH,TATA PROJECTS LIMITED,6700076.02,4963019.28,3,4.0,"RF-4, RF-5",35,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2018_PWD_23380_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER NH DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT NAHAN,SURYA DEV SINGH,2344771.0,1859440.0,3,25.70833333333333,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01347,CENTRAL,MINISTRY OF HEALTH FAMILY WELFARE,SHARMA ENGINEERING WORKS,4345870.23,4938488.9,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
2018_PWD_20127_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,KULVINDER,1704966.0,1032008.0,2,12.25,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_FDC_19803_1,HIMACHAL PRADESH,DIVISIONAL MANAGER,KARTAR SINGH,760325.0,645229.0,1,6.75,"RF-1, RF-4, RF-6",55,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_HPIPH_17326_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,KISHORILAL,4695995.0,4799947.0,4,20.944444444444443,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
UTT-UT-2021-01040,UTTAR PRADESH,UTTAR PRADESH JAL NIGAM,SHARMA ENGINEERING WORKS,289101373.39,283432719.01,4,6.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
UTT-UT-2021-01139,UTTAR PRADESH,NOIDA INDUSTRIAL DEVELOPMENT AUTH,SHREE BALAJI ENTERPRISE,13268470.9,12285621.21,1,14.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2017_PWD_18590_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER DHAMI,MUNISH SHARMA,7718142.0,6422721.0,5,9.041666666666666,NONE,0,LOW_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_PWD_16211_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,S S CHAUHANS CONSTRUCTION PRIVATE LIMITED,1368990.0,1160240.0,1,14.802083333333334,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_17873_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,S S CHAUHANS CONSTRUCTION PRIVATE LIMTED,3716082.0,3259082.0,2,13.0625,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01208,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,NCC LIMITED INFRASTRUCTURE,308294019.79,302249039.01,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),KARNATAKA
MAH-MA-2021-01172,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,DILIP BUILDCON LIMITED,14905660.74,14613392.88,4,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
UTT-UT-2021-01185,UTTAR PRADESH,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,LARSEN AND TOUBRO CONSTRUCTION,5097884.5,4997925.98,2,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2018_PWD_19065_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SUMAN SHARMA,7304930.0,6119895.0,1,25.70833333333333,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_HPIPH_21813_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,DOGRA CONSTRUCTION COMPANY PRIVATE LIMITED,24647051.0,20760450.0,3,19.75,RF-6,15,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_HPIPH_19209_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,AJAY KUMAR,287500.0,894698.0,2,6.041666666666667,"RF-4, RF-6",30,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
MAH-MA-2021-01278,MAHARASHTRA,MSEDCL POWER DISTRIBUTION,DILIP BUILDCON LIMITED,5346069.36,3960051.38,1,21.0,"RF-1, RF-5, RF-6",60,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
KAR-KA-2021-01037,KARNATAKA,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,DILIP BUILDCON LIMITED,1733233.68,1699248.7,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
UTT-UT-2021-01098,UTTAR PRADESH,UTTAR PRADESH JAL NIGAM,ZENITH INFRASTRUCTURE PROJECTS,359174672.42,332569141.13,1,4.0,"RF-1, RF-4",40,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
KAR-KA-2021-01111,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,TATA PROJECTS LIMITED,3285810.59,3042417.22,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
KAR-KA-2021-01204,KARNATAKA,HEALTH FAMILY WELFARE KARNATAKA,TATA PROJECTS LIMITED,6217277.98,4605391.1,2,4.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2017_PWD_18945_2-186,HIMACHAL PRADESH,EXECUTIVE ENGINEER,M S NATIONAL CONSTRUCTION COMPANY,43644650.0,43827240.0,6,23.041666666666668,RF-6,15,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
CEN-CE-2021-01016,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,KNR CONSTRUCTION,5371246.22,4973376.13,4,14.0,RF-6,15,MEDIUM_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
KAR-KA-2021-01166,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,TATA PROJECTS LIMITED,2877379.47,2502069.11,4,6.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
2017_PWD_15928_5,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT SHILLAI,M S RAGHUBIR SINGH,504994.0,725813.0,6,17.083333333333332,RF-6,15,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_HPIPH_17024_1-1150,HIMACHAL PRADESH,EXECUTIVE ENGINEER,THE NANDINI ENTERPRISE AND SONS,8697385.0,8697385.0,6,12.833333333333334,RF-6,15,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
KAR-KA-2021-01054,KARNATAKA,BANGALORE METRO RAIL CORP,SHARMA ENGINEERING WORKS,5397044.11,4997263.07,2,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
CEN-CE-2021-01344,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,VANGUARD POWER SERVICES,6941990.4,6427768.89,4,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_HPIPH_15835_1-470,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,DOGRA CONSTRUCTION COMPANY PRIVATE LIMITED,5802860.0,3817950.0,9,21.20833333333333,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_UDDHP_17739_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,RAJESH KUMAR,607563.0,378991.0,4,6.916666666666667,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
RAJ-RA-2021-01178,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,APEX MEDITECH SOLUTIONS,753248.74,654998.9,1,30.0,"RF-1, RF-6",40,HIGH_RISK,SMALL (<10L),RAJASTHAN
2017_UDDHP_17049_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,RAMESH CHAND,302736.0,199975.0,4,6.208333333333333,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
UTT-UT-2021-01007,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,APEX MEDITECH SOLUTIONS,6448506.84,6322065.53,2,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2017_PWD_16067_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT DIVISION KALPA,M S AMIT SINGLA,1823783.0,1176694.0,1,17.11111111111111,"RF-1, RF-5",45,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01027,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,LARSEN AND TOUBRO CONSTRUCTION,15950157.64,18125179.13,1,21.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2019_HPIPH_26818_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAJINDER SINGH,1406020.0,1068073.0,3,19.791666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_17893_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SUMAN SHARMA,2448372.0,3025592.0,5,5.708333333333333,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_18276_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,JEEVAN SINGH,327360.0,250000.0,4,5.333333333333333,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
RAJ-RA-2021-01076,RAJASTHAN,JAIPUR DEVELOPMENT AUTHORITY,GUPTA AND SONS CONTRACTOR,4641686.58,3438286.35,1,30.0,"RF-1, RF-3, RF-5, RF-6",80,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
KAR-KA-2021-01098,KARNATAKA,HEALTH FAMILY WELFARE KARNATAKA,PNC INFRATECH LIMITED,4521388.82,4759356.65,5,30.0,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
KAR-KA-2021-01064,KARNATAKA,BANGALORE METRO RAIL CORP,DILIP BUILDCON LIMITED,210615961.81,156011823.56,1,14.0,"RF-1, RF-5, RF-6",60,HIGH_RISK,MEGA (>5Cr),KARNATAKA
KAR-KA-2021-01104,KARNATAKA,KARNATAKA RURAL INFRASTRUCTURE,GUPTA AND SONS CONTRACTOR,10903003.58,8076298.95,3,6.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
MAH-MA-2021-01092,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,ZENITH INFRASTRUCTURE PROJECTS,3780958.29,2800709.84,1,30.0,"RF-1, RF-5, RF-6",60,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
MAH-MA-2021-01099,MAHARASHTRA,MSEDCL POWER DISTRIBUTION,GUPTA AND SONS CONTRACTOR,63868233.77,67229719.76,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEGA (>5Cr),MAHARASHTRA
2017_HPIPH_17748_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BA,RAJESH ENGINEERING SERVICES,794841.0,540000.0,4,5.083333333333333,"RF-4, RF-5",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
RAJ-RA-2021-01054,RAJASTHAN,MEDICAL HEALTH SERVICES JAIPUR,VANGUARD POWER SERVICES,5762120.28,4268237.25,2,4.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
RAJ-RA-2021-01201,RAJASTHAN,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,VANGUARD POWER SERVICES,107716792.72,122405446.27,1,4.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
2018_HPIPH_23673_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,JEEVAN KUMAR,2472518.0,2809925.0,5,20.75,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_19526_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,MINHAS TECHNO ECONOMICAL CONSULTANCY PRIVATE LIMITED,3912480.0,1670760.0,3,20.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
UTT-UT-2021-01005,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,SHARMA ENGINEERING WORKS,4105344.97,4665164.73,1,4.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEDIUM (10L-50L),UTTAR_PRADESH
2019_HPIPH_27219_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,HARJEET SINGH,55313493.0,31138564.0,3,14.291666666666666,"RF-5, RF-6",35,HIGH_RISK,MEGA (>5Cr),HIMACHAL_PRADESH
